Pantun_ID,Line_1,Line_2,Line_3,Line_4
Pantun_9904,Naik kereta menuju kota.,Lama di sana bertukar semi;,"Alam semesta rahmat Pencipta,",Indah sempurna usah zalimi.
Pantun_9905,"Pipit kicauan terbang si Balam,",Hinggap di dahan burung Ketitir;,"Rimba kehijauan indahnya alam,",Ciptaan Tuhan bagi yang berfikir.
Pantun_9906,"Alam sekitar pedoman terbaik,",Jadikan iktibar juga tauladan;,"Hidup di dunia berbuat baik,",Bila tiada kelak kan jadi kenangan.
Pantun_9907,"Alam semesta pedoman terbaik,",Jadikan iktibar juga teladan;,"Hati yang baik akhlak pun baik,",Akhlak yang baik menjadi ikutan.
Pantun_9908,"Indah sungguh tarian Melayu,",Menjadi ikutan dara jelita;,"Hidup ini harus bersatu,",Agar kita sentiasa redha.
Pantun_9909,"Ketitir balam di pinggir kota,",Kicau berserta burung tekukur;,"Seisi alam indah dicipta,",Pada Pencipta lafazkan syukur.
Pantun_9910,"Gunung daik bercabang tiga,",Nampak berbalam dari seberang;,"Buat lah baik berpada pada,",Jangan sampai dibenci orang.
Pantun_9911,"Cantik sekata bunga hiasan,",Dihias serumpun bunga melati;,"Sindiran kata bahasa kiasan,",Teguran santun menjaga hati.
Pantun_9912,"Pipit bersiul di hujung taman,",Terpegun sang lembu atas permatang;,"Hidup bergaul beribu pengalaman,",Pedoman dan ilmu membina matang.
Pantun_9913,"Pergi ke bendang sebagai ruji,",Cuaca kelam samar pandangan;,"Dugaan bertandang sekadar menguji,",Kejadian alam sebagai bandingan.
Pantun_9914,"Kisah semalam jadi kenangan,",Bila di kenang hiba terasa;,"Quran dan sunnah jadi pegangan,",Pedoman hidup sepanjang masa.
Pantun_9915,"Radio Klasik alunan berzaman,",Berlagu seiring denyutan nadi;,"Andai hidup tiada berpedoman,",Ibarat kapal patah kemudi.
Pantun_9916,"Lemah terkulai dek ucap sindiran,",Di kesatnya kata Allah menguji;,"Jangan menilai indahnya luaran,",Cari permata disudut dijanji.
Pantun_9917,"Indah pemandangan di gunung Daik,",Nampak dari celah dahan;,"Hargai alam perkara yang baik,",Moga sentiasa diberkati Tuhan.
Pantun_9918,"Gunung daik bercabang tiga,",Cabang yang mana jalan berliku;,"Renungan baik untuk kita,",Barang cantik dikenang selalu.
Pantun_9919,"Selawat salam tadarus Quran,",Syahdu didengar tuntutan Agama;,"Indahnya Alam ciptaan Tuhan,",Melindunginya amanah bersama.
Pantun_9920,"Anak raja pergi memanah,",Panah sikancil terkena kaki;,"Baik berbudi kepada tanah,",Hasilnya dapat itulah rezeki.
Pantun_9921,"Gunung Daik sebalik mentari,",Cantik dilihat di ufuk Barat;,"Berbuatlah baik jahat hindari,",Pasti selamat dunia akhirat.
Pantun_9922,"Indah bersopan tutur dan kata,",Sederhana dandan bila kebandar;,"Universiti kehidupan didunia nyata,",Baik diteladan yg buruk dihindar.
Pantun_9923,"Hidang juadah dalam talam,",Ada kuih buatan Nyonya;,"Ambillah iktibar dari alam,",Buruk baik ada petunjuknya.
Pantun_9924,"Alam semesta pedoman terbaik,",Jadikan iktibar juga pedoman;,"Hidup didunia buat terbaik,",Moga moga tenang dan aman.
Pantun_9925,"Dari Kota ke Gunung Daik,",Dalam sangkar dibawa undan;,"Alam semesta pedoman terbaik,",Jadikan Iktibar juga teladan.
Pantun_9926,"Hari selasa pergi ke pekan,",Pandu sendiri jalan bersama;,"Berbagai fasa kita laksanakan,",Sikap diri paling utama.
Pantun_9927,"Tidak terperi ayu memikat,",Bersirih bujur cantik dan mekar;,"Kawalan kendiri wajar dipertingkat,",SOP dianjur jangan diingkar.
Pantun_9928,"Tangkap ikan anak tenggiri,",Banyak ketuka di punggah nelayan;,"Jaga kebersihan, jarakkan diri,",Pelitup muka dilupa jangan.
Pantun_9929,"Serah kunci penghulu berbunyi,",Peduli belaka restu agama;,"Rumah suci dahulu bersunyi,",Kembali terbuka pintu utama.
Pantun_9930,"Terbang merata hingga ke daik,",Di pohon pedada riang bernyanyi;,"Sentiasa kita bersangka baik,",Pastinya ada hikmah tersembunyi.
Pantun_9931,"Disebut jangan dikenang jangan,",Yang pergi biarkan pergi;,"Patuhi arahan jangan ambil ringan,",SOP juga perjarakan diri.
Pantun_9932,"Di bawah dahan mematuk antah,",Ayam berlari berebut-rebutan;,"Ikutlah arahan patuhi perintah,",Mengawal diri daripada jangkitan.
Pantun_9933,"Burung merak berjalan perlahan,",Terkena getah melekat di jari;,"Jaga jarak jaga kebersihan,",Patuhi perintah kawallah diri.
Pantun_9934,"Burung nuri terbang lalu,",Menuju bangsal dikelilingi duri;,"Kawallah diri berjaga selalu,",Taklah menyesal di kemudian hari.
Pantun_9935,"Terbang Garuda membelah awan,",Berlegar terus serata buana;,"Teguh waspada kita lawan,",Segera hapus covid durjana.
Pantun_9936,"Makan ulam bersambal kuini,",Rasa kenyang duduk tersandar;,"Kena patuhi fasa terkini,",Biar wabak cepat terhindar.
Pantun_9937,"Usah bertingkah pasal tajaan,",Sikap negatif mesti dibantah;,"Berbagai langkah dilaksana kerajaan,",Rakyat positif ikut perintah.
Pantun_9938,"Rasa ketenangan mengingat Tuhan,",Akur yang diduga persiapkan diri;,"Fasa pemulihan adalah tempoh bertenang,",Waspada dan curiga kekal di hati.
Pantun_9939,"Ikan diperap cara bertingkah,",Aroma masakan harum semerbak;,"Sama sederap kita melangkah,",Menuju pemulihan jangkitan wabak.
Pantun_9940,"Buah manggis buah rambutan,","Buah mangga dalam baldi,","Masuk premis suhu dibacakan,",Jangan lupa bawa pen sendiri.
Pantun_9941,"Merah-merah biji saga,",Cantik berkilat warna terpancar;,"Sama-sama kita jaga,",Perintah SOP pasti lancar.
Pantun_9942,"Enak dimakan sibuah berangan,",Dimakan bersama sibuah durian;,"Kawalan kendiri dilupa jangan,",Jadikan SOP rutin harian.
Pantun_9943,"Sahutan bertumpu bergema suara,",Laungan yang stabil berkerut dahi;,"Yang pasti penentu hanya dua perkara,",Tindakan yang diambil dan ketentuan Ilahi.
Pantun_9944,"Selisih kereta potong di tepi,",Kerana ngeri dipandu cermat;,"Bersusah kita jalani PKP,",Kendali diri langkah selamat.
Pantun_9945,"Padi bukit sudah disemai,",Menyemai sehari tumbuhnya berbulan;,"Tempat sempit suasana ramai,",Mari hindari harus tinggalkan.
Pantun_9946,"Kasa basahan telah dibuang,",Memakai sarung membuat kerja;,"Fasa pemulihan memberi ruang,",Tidak terkurung di rumah saja.
Pantun_9947,"Pergi ke seberang menaiki rakit,",Hanya untuk mengambil rambutan;,"PKP pemulihan bukanlah tiket,",Untuk kita lupa daratan.
Pantun_9948,"Terbang bertiga menuju kota,",Dari hutan mencari makan;,"Kita jaga diri kita,",Demi keselamatan demi kebaikan.
Pantun_9949,"Padi jelantah tuai di huma,",Bersama besan berpeluh dahi;,"Patuh perintah kita bersama,",Langkah berkesan kita patuhi.
Pantun_9950,"Petik-petik si buah berangan,",Kumpul sama didalam dulang;,"Kawalan kendiri dilupa jangan,",Agar COVID lekas menghilang.
Pantun_9951,"Polis Doktor Askar Jururawat,",Barisan Depan Tak Kenal Penat;,"Covid Dihindar Itulah Matlamat,",Moga Tuhan Tunaikan Hajat.
Pantun_9952,"Gendang gendut tali kecapi,",Jatuhnya kuah ke nasi juga;,"Biar mengikut kawalan kendiri,",Supaya mudah urusan terjaga.
Pantun_9953,"Dusun ditebas sepanjang pagi,",Di tengah hari berhenti makan;,"Biarpun bebas semasa PKPP,",Kawalan kendiri kita tingkatkan.
Pantun_9954,"Dahan patah penuh berduri,",Tertikam kekaki sukar diramal;,"Arahan PKP kita patuhi,",Doa bersama kehidupan normal.
Pantun_9955,"Fasa pemulihan mengambil alih,",Marilah terus tepati arahan;,"Semoga dunia kembali pulih,",Dengan asbab patuhi kawalan.
Pantun_9956,"Nampak merata burung di langit,",Sekawan camar terbang rendah;,"Lupus gelora wabak penyakit,",Jangan dicemar ingkar perintah.
Pantun_9957,"Laluan nuri berat ke kanan,",Di atas paya baru bertambak;,"Kawallah diri peka saranan,",Moga berjaya putuskan wabak.
Pantun_9958,"Kalau jalan ke pekan Tuaran,",Jangan lupa membeli ragi;,"Norma baru rutin harian,",Kelak tidak ditinggal lagi.
Pantun_9959,"Indah berseri kemuning cina,",Berbunga lebat di hujung dahan;,"Rakyat bestari selalu cakna,",Peka maklumat patuh arahan.
Pantun_9960,"Jalan selari ke rumah Salmah,",Berdua sufian terpijak lopak;,"Kawalan kendiri cara berhemah,",Putus Rantaian Mencegah wabak.
Pantun_9961,"Makan nasi ulam pegaga,",Habis makan air diminum;,"Jaga diri jaga keluarga,",PKPP sudah diumum.
Pantun_9962,"Kail tenggiri berpeluh dahi,",Dicega ombak perahu redah;,"Kawal kendiri kita patuhi,",Semoga wabak berakhir sudah.
Pantun_9963,"Sakit hati masih terluka,",Ubatkan hati alunankan sendiri;,"Guna sentiasa penutup muka,",Terhindar wabak jaga kendiri.
Pantun_9964,"Berdayung sampan ketengah muara,",Hendak memukat ditengah lautan;,"Barisan hadapan wira negara,",Pertahan rakyat menjaga kedaulatan.
Pantun_9965,"Musim cuti banyak kenduri,",Hadirin datang tidak menyepi;,"PKP pemulihan jaga kita jaga diri,",Sikap amalan patuhi SOP.
Pantun_9966,"Jalan-jalan ke Kuala Saga,",Singgah minum secangkir kopi;,"Putuskan rantaian wabak berbahaya,",Kawal keluarga dan diri sendiri.
Pantun_9967,"Kampungku nun tempat dilahir,",Tidak jauh jalannya lurus;,"PKP pasti akan berakhir,",Moga dijauh dihapus terus.
Pantun_9968,"Buah langsat kuning mencelah,",Senduduk tidak berbunga lagi;,"Elakkan alasan, hindari helah,",Kawalan kendiri sentiasa dihayati.
Pantun_9969,"Pergi Perak pandu sendiri,",Hendak mencari buah durian;,"Anjurkan majlis telah diberi,",Jagalah diri demi kesihatan.
Pantun_9970,"Jalan perlahan berhati hati,",Lurah lembab nanti gelincir;,"Patuh arahan dengan teliti,",Susah senang sendiri fikir.
Pantun_9971,Terbang merata hingga ke daik;,Di pohon pedada riang bernyanyi:,"Sentiasa kita bersangka baik,",Pastinya ada hikmah tersembunyi.
Pantun_9972,"Lubalang Daik mencari rakan,",Datang berakit dayung bergalah;,"Amalan baik jangan abaikan,",Jauh penyakit keredaan Allah.
Pantun_9973,"Ke tambak johor berduyun-duyun,",Hendak mencari emas suasa;,"Meskipun wabak semakin menurun,",Kawalan kendiri waspada sentiasa.
Pantun_9974,"Jika merantau biar sampai,",Agar tercapai tempat dituju;,"Kesihatan diri jangan diabai,",Janganlah kesihatan diri selalu.
Pantun_9975,"Pergi kehutan membawa raga,",Sambil mencari daun palas;,"PKPP kendiri perlu dijaga,",Putuskan rantaian wabak COVID19.
Pantun_9976,"Alunan muzik merdu kedengaran,",Mengusik kalbu irama dendangan;,"Terimakasih MKN atas ingatan,",Segala arahan kerajaan kami ikutkan.
Pantun_9977,"Berperi merdu burung kenari,",Sahut sahutan burung tempua;,"Jangan ingkar saranan diberi,",Demi bahagia kita semua.
Pantun_9978,"Berjalan berlari dipagi hari,",Amalan baik untuk kesihatan;,"Kawalan kendiri mesti dipatuhi,",Bersama kita menuju kemenangan.
Pantun_9979,"Musim tengkujuh air melimpah,",Kawasan rendah jadi sasaran;,"Disebalik musibah kandung hikmah,",Ambil iktibar jadikan pengajaran.
Pantun_9980,"Setiap pemimpin insan terpilih,",Bukan usia batas pengukur;,"Wabak menular semakin pulih,",Waspada sentiasa tanda bersyukur.
Pantun_9981,"Kalau pergi ke kuala kedah,",Belikan hamba pucuk pegaga;,"Pkpp jangan ambil mudah,",Jaga diri jaga keluarga.
Pantun_9982,"Dari tambun pergi kegemas,",Singgah diselayang mengambil nyonya;,"Harta bertimbun segunung emas,",Kasih sayang tiada nilainya.
Pantun_9983,"Setulus ikhlas salam dihulur,",Senyuman terukir bertambah cantik;,"Saling membantu bertolak ansur,",Urusan kerja berjalan baik.
Pantun_9984,"Pergi ke kota dengan si nona,",Beli ceri dan buah keranji;,"Limpahan harta tidak bermakna,",Dapatnya dari cara yang keji.
Pantun_9985,"Dilubuk hati setulus ikhlas,",Kata dicipta tak berbelah bagi;,"Manis diberi tuba kau balas,",Tidak ku rela di dusta lagi.
Pantun_9986,"Bunga teluki puspa angsana,",Digubah dara letak di tepi;,"Mewah rezeki hidup sempurna,",Sirna gembira ratapi sepi.
Pantun_9987,"Mari dilurut pucuk meranti,",Serak taburan si daun pandan;,"Usah diturut rasanya hati,",Silap caturan merana badan.
Pantun_9988,"Beras segantang sudah disukat,",Lalu disimpan di atas para;,"Andai seluruh masyarakat muafakat,",Negara damai rakyat sejahtera.
Pantun_9990,"Suara azan dari madrasah,",Dalam paya anak berudu;,"Makan tak kenyang mandi tak basah,",Hati lara menanggung rindu.
Pantun_9991,"Tanah diramas berhati-hati,",Semai di sawah sepokok jawa;,"Bersangkar emas tidak bererti,",Hidup bermewah tidak bertakwa.
Pantun_9992,"Pergi ke pantai bermain kayak,",Letih berdayung rehatlah sekarang;,"Apa guna harta yang banyak,",Susah menderma berkatnya kurang.
Pantun_9993,"Hinggap di sigai burung kenari,",Di anjung limas bentuknya nenas;,"Terasa bagai menelan duri,",Cawannya emas airnya panas.
Pantun_9994,"Begini rasa meminum kopi,",Pahit-pahit ku pinum jua;,"Begini rasa membalas budi,",Jauh sakit ku datang juga.
Pantun_9995,"Sampan terbelah tersepit jari,",Serap belahan dipupuk ketumbar;,"Andai masalah menghimpit diri,",Tetaplah tahan untuk bersabar.
Pantun_9996,"Madu secangkir dirasa sudah,",Tumpah terpalit didulang tembaga;,"Senyum terukir tatkala gundah,",Walau pahit ditelan juga.
Pantun_9997,"Mentari pagi bersinar lagi,",Sambil minum teh Sarbat;,"Assalamualaikum dan selamat pagi,",Buat Anisma dan semua sahabat.
Pantun_9998,"Buah keranji daun mengkudu,",Di bawa juga untuk jualan;,"Kalau berjanji setia dipadu,",Jiwa dan raga daku serahkan.
Pantun_9999,"Ikan duri masak kari,",Ulam pengaga di lupa jangan;,"Sakit hati tk di hargai,",Hidup bagai orang buangan.
Pantun_10000,"Tanah disukat kurang sekaki,",hendak dibanci elak muslihat;,"mencari berkat sumber rezeki,",biarlah suci bukan subahat.
Pantun_10001,"Berhujan panas mencari palas,",Sambil berjalan membawa guri;,"Di gelas emas minum beralas,",Air ditelan bercampur duri.
Pantun_10002,"Di ufuk timur berkelip bintang,",Pudar kelip nya di sinar mentari;,"Ku sangka panas sampai ke petang,",Rupanya hujan di tengah hari.
Pantun_10003,"Air secangkir dituang ditadah,",Untuk dinikmati setelah berbuka;,"Di bibir terukir senyuman indah,",Di lubuk hati bergelumang duka.
Pantun_10004,"Tepi jendela bersila panggung,",Nyaman disapa udara bersih;,"Derita jiwa rela ditanggung,",Andai ia menyambung kasih.
Pantun_10005,"Masak ranum buah ceri,",Musim tengkujuh menanam nenas;,"Air diminum terasa duri,",Tonggeng gelojoh rupanya panas.
Pantun_10006,"Baca akhbar rakan menyapa,",Bawa lada dimakan merbah;,"Indah khabar dari rupa,",Terus waspada elak musibah.
Pantun_10007,"Selamat bertugas giliran pagi,",Teman berteman erat sekali;,"Cantik dimata cantik dihati,",Hubungan ukhuwah subur mewangi.
Pantun_10008,"Dari Kedah balek kebentong,",Perahu sampan sarat muatan;,"Kalau sudah nasib beruntong,",Kaca disimpan menjadi intan.
Pantun_10009,"Sambil berjalan membawa guri,",Lintas mendadak aduhai nanda;,"Air ditelan bercampur duri,",Selagi tidak berlapang dada.
Pantun_10010,"Cili basah cili kering,",Dilesung batu bertemu juga;,"Wang banyak harta keliling,",Namun hidup tak juga bahgia.
Pantun_10011,"Menghalau burung arah jambatan,",Naik pedati terhenti-henti;,"Walau bergunung emas dan intan,",Baik pekerti pilihan hati.
Pantun_10012,"Patah kelapa di tepi jalan,",Di tepi parit dekat telaga;,"Entah mengapa airku telan,",Terasa pahit tak hilang dahaga.
Pantun_10013,"Sungguh cerah diwaktu petang,",Warna warni corak Pelangi;,"Walaupun pun tenang hari mendatang,",Cabaran berliku pasti diharungi.
Pantun_10014,"Tepian perigi tumbuhnya mempelam,",Diapit cermai pohonnya layu;,"Sinaran pagi terangi Alam,",Terasa damai disapa bayu.
Pantun_10015,"Kopi pekat sudah disukat,",Dijamin selamat jual di pekan;,"Tangan diangkat memohon berkat,",Syukuri nikmat tuhan berikan.
Pantun_10016,"Galas buluh jangan terlepas,",Kelak luka diatas bahu;,"Di gelas emas minum beralas,",Robek dihati siapa yang tahu.
Pantun_10017,"Tanak pulut untuk saudara,",Makan roti bersama Adam;,"Manis mulut luahkan bicara,",Dalam hati seribu dendam.
Pantun_10018,"Siapsiaga untuk belayar,",Kapal berlabuh hampir kuala;,"Kerja amal tiada berbayar,",Seikhlas hati ganjarannya pahala.
Pantun_10019,"Digelas emas minum beralas,",Air diminum terasa duri;,"Buat kerja dengan lkhlas,",Baru kerja semua jadi.
Pantun_10020,"Bunyi berdesir di petang hari,",Itik serati bersama pasangannya;,"Biarlah berpasir biarlah berduri,",Tetap kunikmati kutahan sakitnya.
Pantun_10021,"Berhujan panas mencari palas,",Sambil berjalan membawa guri;,"Cintaku padamu semakin jelas,",Izinkan aku sarung cincin ke jari.
Pantun_10022,"Berhujan panas mencari palas,",Sambil berjalan membawa guri;,"Tersalah langkah kerana beralas,",Ahir nya balik memakan diri.
Pantun_10023,"Pagi-pagi mengupas kelapa,",Diperah santan dibuang sisa;,"Jangan dinilai padanya rupa,",Indah dimata belum pasti selesa.
Pantun_10024,"Cuaca redup turun ke paya,",Dijalan selisih orang kampung;,"Walau hidup kaya raya,",Tapi masih lagi dikongkong.
Pantun_10025,"Berhujan panas mencari palas,",Sambil berjalan membawa guri;,"Ingin hidup kaya bistari,",Solat rajin kerja jangan malas.
Pantun_10026,"Berhujan panas mencari palas,",Sambil berjalan membawa guri;,"Negara belum bebas,",Ingatlah pkpp supaya jaga diri.
Pantun_10027,"Air diceduk di tepi perigi,",Hendak mandi tiga sekawan;,"Bersopan duduk tidaklah rugi,",Pahit manis tetap ditelan.
Pantun_10028,"Lepas berkemas terasa kebas,",Tepi kipas diletak karung;,"Di sangkar emas tapi tak bebas,",Mata terlepas badan terkurung.
Pantun_10029,"Kopi o ketupat daun palas,",Enak dimakan diwaktu pagi;,"Biar paku dulang dibalas,",Jangan di akhir nanti merasa rugi.
Pantun_10030,"Digelas emas minum beralas,",Air ditelan terasa duri;,"Sedihnya cinta tiada berbalas,",Biarku pergi membawa diri.
Pantun_10031,"Hendak berkemas apa selerak,",Susun di para segala benda;,"Bercawan emas berpinggan perak,",Hilang selera nikmat tiada.
Pantun_10032,"Tulis surat di dalam gelap,",Ayatnya banyak yang tidak kena;,"Jagalah diri jangan tersilap,",Jikalau silap awak yang bencana.
Pantun_10033,"Tegak rumah kerana sendi,",Runtuh sendi rumah binasa;,"Tegak bangsa kerana budi,",Runtuh budi hilanglah bangsa.
Pantun_10034,"Angin teluk menyisir pantai,",Hanyut rumpai di bawah titi;,"Biarlah buruk kain dipakai,",Asal pandai mengambil hati.
Pantun_10035,"Pohon mangga berdaun lebat,",Buah mengkudu diatas para;,"Biar buruk wajah dilihat,",Asalkan sopan budi bicara.
Pantun_10036,"Awan terlakar di langit biru,",Bayu menyapa nampak beredar;,"Kemerahan mawar cinta dipadu,",Sayang warnanya semakin pudar.
Pantun_10037,"Di gelas emas minum beralas,",Air ditelan terasa duri;,"Panas mentari dapat ku alas,",Rindu dihati menyiksa diri.
Pantun_10038,"Kias melati harum bak candu,",Lakaran sinis hamparan nyonya;,"Sama seperti secangkir madu,",Di dalam manis ada pahitnya.
Pantun_10039,"Gadis ayu berbaju baldu,",Senyum terlakar hati berdebar;,"Dari layu di tasik madu,",Rela mekar di danau terbiar.
Pantun_10040,"Sambil berjalan membawa guri,",Menguntum senyum nyaman selesa;,"Air ditelan bercampur duri,",Madu diminum pahit terasa.
Pantun_10041,"Semak belukar habis ditebas,",Membuat jalan menuju kekota;,"Reda sedikit dah terasa bebas,",Musuh tak nampak keliling kita.
Pantun_10042,"Makan berdamai tikar di alas,",Tikar koyak di ganti guni;,"Kalau kerja sentiasa culas,",Di marah orang pendek rezeki.
Pantun_10043,"Berhujan panas mencari palas,",Sambil berjalan membawa guri;,"Banyak beban yang nak digalas,",Buat lah kerja dengan redha Ilahi.
Pantun_10044,"Berhujan panas mencari palas,",Sambil berjalan membawa guri;,"Di gelas emas minum beralas,",Air ditelan bercampur duri.
Pantun_10045,"Hujan mendesah sekah angsana,",Di tanah pamah berjalan cermat;,"Tidak usah kemana mana,",Duduk di rumah lebih selamat.
Pantun_10046,"Hujan turun tiada kan henti,",Membawa igauan yang berduka;,"Mendung berarak cerah berganti,",Membawa keriangan senda seloka.
Pantun_10047,"Ke kedai Mehat membeli cuka,",Boleh berjimat harganya berpada;,"Kalau tak sihat tutuplah muka,",Supaya selamat di mana berada.
Pantun_10048,"Jual rambutan di kaki lima,",Terimaan wang dikumpul cepat diselit;,"Hafal peringatan generasi lama,",Kerbau yang berlumpur semua akan terpalit.
Pantun_10049,"Dari seberang kompang di palu,",Bunyinya nyaring tika berarak;,"Beli barang jikalau perlu,",Pakai topeng jagalah jarak.
Pantun_10050,"Tetap aktif teruskan kehidupan,",Khabar ditanyakan berita diutus;,"Pembawa yang positif cepat diasingkan,",Lingkaran jangkitan akan terputus .
Pantun_10051,"Tuai padi di bendang huma,",Padi tuaian si anak dara;,"Sentuh sensitiviti kaum dan agama,",Gugat perpaduan sejahtera Negara.
Pantun_10052,"Jambatan pulau pinang tersergam indah,",terlihat komtar berdiri megah;,"Segala larangan dibuat tak endah,",Tangkapan perlu setelah ditegah.
Pantun_10053,"Tenggek air ubat direneh,",Ubat akar beli di pasar;,"Berita palsu nampak remeh,",Namun impaknya amatlah besar.
Pantun_10054,"Gelang emas gelang suasa,",Pemberia Dari Kota Bandung;,"Ikut lah saranan pihak berkuasa,",Pasti covid 19 dapat dibendung.
Pantun_10055,"Deras arus jaring rabak,",Simpan khemah tepi daik;,"Kekang virus jangkit merebak,",Diam dirumah kaedah terbaik.
Pantun_10056,"Besar kelapa tebal tempurung,",Tenggek kelicap di dahan mati;,"Biar sekarang kita terkurung,",Wabak Covid-19 segera terhenti.
Pantun_10057,"Lada sulah bercampur mi,",Makan mi berulamkan temu;,"Ya Allah ampunilah kami,",Berilah kami kesembuhan dan rahmatmu.
Pantun_10058,"Terdengar jeritan berdekatan titi,",Gadis bertiga terperanjat bengkarung;,"Virus jangkitan boleh dihenti,",Di rumah sekeluarga kita berkurung
Pantun_10059,"Serumpun halia beri Cik Semah,",Sehingga senja bungkus ketupat;,"Sekalipun hanya duduk di rumah,",Banyak kerja boleh dibuat.
Pantun_10060,"Berenang buaya di Sungai Sena,",Dilihat si jaga di kebun borhan;,"Virus bahaya nama corona,",Berjaga-jaga pasal kebersihan.
Pantun_10061,"Pagi hari pergi kekota,",Petang pulangnya membeli lokan;,"Kita berdoa mohon dan pinta,",Kepada Allah kita serahkan.
Pantun_10062,"Angin bertiup patah dahan,",Hilang tempat burung menyanyi;,"Apa yang terjadi dugaan tuhan,",Terdapat hikmah rahsia tersembunyi.
Pantun_10063,"Di tengah jalan jumpa cik Rahim,",Memikul rotan segulung tali;,"Berkumpul mengerat silaturrahim,",Yang dulunya renggang bertaup kembali.
Pantun_10064,"Berjalan-jalan bersama cik limah,",Berjumpa kawan sanak saudara;,"Jom kite duduk di rumah,",Masak bersama menjamu selera.
Pantun_10065,"Jalan-jalan sama cik limah,",Terpijak kayu ranting berduri;,"Moh kite duduk di rumah,",Bersama anak menantu dan isteri.
Pantun_10066,"Asyik bergaru kerana dik gatal,",Diketit serangga semut berbisa;,"Tular berita palsu gejala sosial,",Runtuh moral akhlak bangsa.
Pantun_10067,"Di tanah pamah bunga berjambak,",Indah terlihat seri teramat;,"Duduk di rumah elakkan wabak,",Ikut nasihat pasti selamat.
Pantun_10068,"Banyak merata terbang kelawar,",Di atas dahan terlindung mentari;,"Jika kita terpaksa keluar,",Ikut arahan perlindungan diri.
Pantun_10069,"Buah betik buah nanas,",Buat hidangan pembuka selera;,"Virus Covid19 tersebar pantas,",Terputus rantaianya berakhirlah segera.
Pantun_10070,"Jalan-jalan di tepi taman,",Sambil melihat si anak ikan;,"Tuan puan dengar arahan,",Semasa perintah kawalan pergerakan.
Pantun_10071,"Wahai ayu cantik berseri,",Tapi sayang kuat melatah;,"Kalau sayang diri sendiri,",Jangan degil ikut perintah
Pantun_10072,"Kain basahan sidai dikhemah,",Dongkah arus naik rakit;,"Patuhi arahan duduk dirumah,",Elakkan virus rebak menjangkit.
Pantun_10073,"Mak Biah buat pergedil,",Pergedil dimakan dengan murtabak;,"Jangan le biut jangan le degil,",Semoga wabak berhenti merebak.
Pantun_10074,"Amalan ramah jiran tetangga,",Semoga terus jadi ikutan;,"Duduk rumah bersama keluarga,",Hapus virus elak jangkitan.
Pantun_10075,"Berjalan tunduk melintasi pintu,",Menuju pekan di jalan yang lurus;,"Di rumah duduk sama membantu,",Kita putuskan penyebaran virus.
Pantun_10076,"Kaduk dimamah bersama lobak,",Sambil melihat kera di sumur;,"Duduk di rumah mengekang wabak,",Keluarga sihat negara makmur.
Pantun_10077,"Ikan duri dibeli amah,",Dibeli sedikit sayur lobak;,"Kurung diri di dalam rumah,",Wabak penyakit tidak merebak.
Pantun_10078,"Pohon kemboja di tanah pamah,",Tumbuh kembar saling berdekatan;,"Bukan sengaja berkurung di rumah,",Virus tersebar kita buat sekatan.
Pantun_10079,"Mandi pagi sejuk menggigil,",Kain perahan nampak bersepah;,"Ada lagi warga yang degil,",Langgar arahan tak ikut perintah.
Pantun_10080,"Air di cerek diisi penuh,",Ditambah garam sedikit halia;,"Virus covid virus pembunuh,",Moga terhapus negara ceria.
Pantun_10081,"Terbang burung mencari makan,",Ke sawah lebar tempat bermain;,"Di rumah terkurung boleh berhentikan,",Virus tersebar kepada orang lain.
Pantun_10082,"Randuk ke pamah menyentuh dahan,",Legar sedikit rapat ke pukat;,"Duduk di rumah patuh arahan,",Agar penyakit dapat disekat.
Pantun_10083,"Wan Lebo sedare Wan Limah,",Sepupu dengan Pakcik Leman;,"Moh kite duduk di rumah,",Sambil mengemas dekat halaman.
Pantun_10084,"Dipukul beduk di dalam khemah,",makan bidara enak nikmati;,"disuruh duduk kita di rumah,",difikirkan cara wabak berhenti.
Pantun_10085,"Mata pedang tajam menyerlah,",Hendak membelah perutnya ikan;,"Kita sedang diuji Allah,",Kepada Allah mohon hindarkan.
Pantun_10086,"Keluar jangan hingga ke pekan,",Terasa lama kuarantinnya masa;,"Dengar arahan kawal pergerakan,",Muafakat bersama tak kira bangsa.
Pantun_10087,"Gadis jelita bersikap ramah,",Bila makan penuh bersopan;,"Jika kita duduk di rumah,",Dapat hentikan rantaian jangkitan.
Pantun_10088,"Gugur kuini berjambak jambak,",Di tanah pamah rekah sedahan;,"Negara kini dilanda wabak,",Duduk di rumah ikut arahan.
Pantun_10089,"Tumpi biarkan gara disayat,",tingkah diamat menyentuh bahan;,"PKP bukan mendera rakyat,",langkah selamat patuh arahan.
Pantun_10090,"Hangatkan sisa ulik asyura,",Mengolah pula jamu dipesan;,"Manfaatkan masa sebaik cara,",Hilanglah rasa jemu dan bosan.
Pantun_10091,"Nengor Corona lutut pun lemah,",Perasaan takut siang dan malam;,"Teman ngemaih di luor romah,",Mem anak ngemaih kat dalam.
Pantun_10092,"Buah rambutan di hujung dahan,",Jatuh setangkai atas beranda;,"Tidak ikut perintah arahan,",Terpaksa pula membayar denda.
Pantun_10093,"Terjatuh dahan di tengah pamah,",Cuba elakkan burung terjebak;,"Patuh arahan duduk di rumah,",Bersama hentikan tularan wabak.
